run_id,total_time,reset_time,graph_time,gnn_time,action_time,env_step_time,ppo_update_time
training_results,307.6938452459872,13.246040319907479,9.492541395302396,65.95808073243825,153.99652904854156,20.097907151503023,33.97903432173189
