run_id,total_time,reset_time,graph_time,gnn_time,action_time,env_step_time,ppo_update_time
training_results,455.03974333102815,13.605511155503336,9.720509555540048,94.09845288458746,257.618894797517,22.48163989529712,45.733730971231125
