episode,benchmark,topology_id,pool,constraint_mode,reward,cost,valid_rate,average_reward_per_slot,average_cost_per_slot,processing_cost,routing_cost,reconfiguration_cost,sla_penalty,split_s1_count,split_s2_count,split_s3_count,split_s4_count,split_changes,es_changes,rc_changes,total_reconfig_changes,strict_feasible_reset_rate,has_structurally_valid_action,has_strictly_valid_action
83,small,small_balanced_train_a,train,strict_connectivity_only,9.762629966731856,63.3322900390625,1.0,0.19525259933463712,72.73236900442372,2376.468231201172,87.14230325882937,233.0,470.0039577484131,35,297,67,1,92.0,86.0,55.0,233.0,1.0,True,True
84,small,small_balanced_train_a,train,strict_connectivity_only,9.824616897931215,60.940356674194334,1.0,0.19649233795862428,70.27881126713137,2241.908046722412,83.1871001102235,255.0,466.92270374298096,39,292,69,0,76.0,110.0,69.0,255.0,0.0,True,False
85,small,small_clustered_train_b,train,strict_connectivity_only,9.7419206837458,64.13378044128417,1.0,0.194838413674916,71.88204126079147,2467.18328666687,85.09270684374214,267.0,387.41303420066833,49,252,59,40,111.0,91.0,65.0,267.0,1.0,True,True
86,small,small_clustered_train_b,train,strict_connectivity_only,9.710283365395695,64.7026414489746,1.0,0.1942056673079139,72.28386936311733,2491.734426498413,81.3362676094115,283.0,379.06138730049133,44,246,69,41,98.0,111.0,74.0,283.0,1.0,True,True
87,small,small_clustered_train_b,train,strict_connectivity_only,9.903762793429486,58.64990177154541,1.0,0.19807525586858973,65.59226595824678,2263.741443634033,75.6354148026744,246.0,347.1182202100754,44,254,64,38,93.0,96.0,57.0,246.0,0.0,True,False
88,small,small_clustered_train_b,train,strict_connectivity_only,9.778457503158782,62.112852554321286,1.0,0.19556915006317563,68.98173369923573,2435.2654552459717,74.93308307208139,252.0,343.4440724849701,46,261,53,40,81.0,109.0,62.0,252.0,1.0,True,True
89,small,small_balanced_train_a,train,strict_connectivity_only,9.910997530685647,58.81417617797852,1.0,0.19821995061371292,66.07230669801486,2251.900327682495,81.90195058811304,244.0,362.9065285921097,38,291,70,1,77.0,112.0,55.0,244.0,1.0,True,True
90,small,small_clustered_train_b,train,strict_connectivity_only,9.979814185419976,57.50609745025635,1.0,0.19959628370839952,64.56255146345177,2218.0607719421387,74.42142506181766,230.0,352.8226879835129,37,265,63,35,88.0,93.0,49.0,230.0,1.0,True,True
91,small,small_clustered_train_b,train,strict_connectivity_only,9.8950205889586,58.87328651428223,1.0,0.197900411779172,66.23165756042575,2266.267869949341,82.4778779913418,227.0,367.9185652732849,28,276,69,27,92.0,89.0,46.0,227.0,1.0,True,True
92,small,small_clustered_train_b,train,strict_connectivity_only,9.912043017513767,58.719423828125,1.0,0.19824086035027533,66.18517262819073,2262.624710083008,77.05903155449465,223.0,373.2874438762665,36,272,61,31,96.0,71.0,56.0,223.0,0.0,True,False
93,small,small_balanced_train_a,train,strict_connectivity_only,9.850646942895828,61.25523204803467,1.0,0.19701293885791657,71.30873257877944,2272.4811782836914,83.60533972350248,204.0,502.6750559806824,23,308,69,0,71.0,87.0,46.0,204.0,1.0,True,True
94,small,small_clustered_train_b,train,strict_connectivity_only,9.697051113474634,64.74997234344482,1.0,0.1939410222694927,73.24210324913838,2511.94686126709,85.94522942888848,215.0,424.60653614997864,33,281,56,30,87.0,76.0,52.0,215.0,0.0,True,False
95,small,small_balanced_train_a,train,strict_connectivity_only,9.833962346611964,61.51317886352539,1.0,0.19667924693223926,71.22684317087743,2302.690631866455,82.28510490407778,205.0,485.68320965766907,41,294,64,1,80.0,76.0,49.0,205.0,1.0,True,True
96,small,small_clustered_train_b,train,strict_connectivity_only,9.84877451069576,60.201790237426756,1.0,0.1969754902139152,68.73441695879124,2274.159231185913,85.29896457030718,224.0,426.6313271522522,38,267,61,34,99.0,79.0,46.0,224.0,1.0,True,True
97,small,small_balanced_train_a,train,strict_connectivity_only,9.815468333798972,63.21438171386719,1.0,0.19630936667597942,74.21497564151768,2335.492504119873,89.19685359440017,186.0,550.0297155380249,41,296,63,0,70.0,65.0,51.0,186.0,0.0,True,False
98,small,small_clustered_train_b,train,strict_connectivity_only,9.75981979329037,62.537473602294924,1.0,0.19519639586580742,70.80435728860897,2426.1037425994873,86.42575451700372,201.0,413.3441812992096,49,263,53,35,89.0,70.0,42.0,201.0,0.0,True,False
99,small,small_balanced_train_a,train,strict_connectivity_only,9.877470733019784,60.59009857177735,1.0,0.1975494146603957,70.2201463624321,2269.4910736083984,82.51153366325367,196.0,481.502353310585,48,296,55,1,73.0,77.0,46.0,196.0,1.0,True,True
100,small,small_balanced_train_a,train,strict_connectivity_only,9.805353768923938,61.68252738952637,1.0,0.19610707537847877,71.9861638007536,2311.2364959716797,81.70806852259693,176.0,515.1818127632141,53,295,52,0,61.0,70.0,45.0,176.0,0.0,True,False
101,small,small_clustered_train_b,train,strict_connectivity_only,9.75979890042315,63.933506622314454,1.0,0.195195978008463,73.91435523238542,2413.8330574035645,91.79983161381615,192.0,499.04243671894073,57,252,60,31,82.0,70.0,40.0,192.0,1.0,True,True
102,small,small_balanced_train_a,train,strict_connectivity_only,9.595214538893773,69.62574272155761,1.0,0.19190429077787546,82.46799992960385,2548.3572883605957,90.816994593825,200.0,642.1128585338593,65,278,57,0,58.0,83.0,59.0,200.0,0.0,True,False
103,small,small_clustered_train_b,train,strict_connectivity_only,9.754357436418605,63.57548706054688,1.0,0.1950871487283721,72.25492521575069,2473.680170059204,87.12230897116606,184.0,433.9718916416168,57,244,56,43,76.0,64.0,44.0,184.0,0.0,True,False
104,small,small_clustered_train_b,train,strict_connectivity_only,9.737938790476825,64.69005081176758,1.0,0.1947587758095365,73.91344717313791,2476.6757202148438,89.65704703313128,207.0,461.1697952747345,78,227,54,41,76.0,65.0,66.0,207.0,0.0,True,False
105,small,small_balanced_train_a,train,strict_connectivity_only,9.953509470983727,58.582988243103024,1.0,0.19907018941967455,67.4584049436818,2212.3965606689453,79.9820040469212,193.0,443.77084136009216,72,268,60,0,77.0,66.0,50.0,193.0,0.0,True,False
106,small,small_balanced_train_a,train,strict_connectivity_only,9.714731851587342,66.21968021392823,1.0,0.19429463703174682,78.24990344117218,2430.752882003784,85.71994696953556,193.0,601.511173248291,70,274,56,0,65.0,76.0,52.0,193.0,1.0,True,True
107,small,small_balanced_train_a,train,strict_connectivity_only,9.744735088774686,63.70087692260742,1.0,0.19489470177549373,73.93152688541946,2388.358829498291,86.15253118617966,199.0,511.53249192237854,59,280,61,0,62.0,76.0,61.0,199.0,1.0,True,True
108,small,small_clustered_train_b,train,strict_connectivity_only,9.7678054890762,63.33408779144287,1.0,0.19535610978152398,71.11979360548708,2493.6257162094116,83.79340984397977,200.0,389.28527569770813,65,231,58,46,59.0,80.0,61.0,200.0,1.0,True,True
109,small,small_clustered_train_b,train,strict_connectivity_only,9.915182127622709,58.55158248901367,1.0,0.19830364255245417,64.86588739931707,2366.908515930176,76.95534928962215,168.0,315.715252161026,71,225,55,49,55.0,68.0,45.0,168.0,0.0,True,False
