run_id,total_time,reset_time,graph_time,gnn_time,action_time,env_step_time,ppo_update_time
training_results,0.043256949982605875,0.0025259109679609537,0.0003035079571418464,0.002231471997220069,0.00254113000119105,0.00044822710333392024,0.013202861999161541
