time,nof_ue,dl_brate,ul_brate,dataset_group,scenario,training_id,experiment_id,base_station_id,source_file,bs_lambda_total
1602351482973,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351483223,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351483473,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351483723,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351483973,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351484223,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351484473,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351484723,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351484973,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351485223,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351485473,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351485723,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351485973,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351486223,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351486473,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351486723,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351486973,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
1602351487223,0.0,0.0,0.0,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/bs1.csv,0.0
