time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached,ue_file_id,dataset_group,scenario,training_id,experiment_id,base_station_id,source_file
383211,0,1,3400,-65.0,65.0,-238.0,15.0,22.0,0.5,15456.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
383460,0,1,3400,-65.0,65.0,-245.0,10.0,22.0,2.0,0.0,100.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
383709,0,1,3400,-65.0,65.0,-245.0,9.0,22.0,2.2,0.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
383958,0,1,3400,-64.0,64.0,-241.0,12.0,22.0,1.3,25920.0,0.0,27.0,2.1,0.0,22880.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
384207,0,1,3400,-64.0,64.0,-241.0,17.0,22.0,0.5,20608.0,0.0,27.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
384456,0,1,3400,-65.0,65.0,-240.0,18.0,22.0,0.5,5152.0,0.0,27.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
384705,0,1,3400,-65.0,65.0,-239.0,16.0,21.0,0.5,36494.023438,0.0,27.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
384954,0,1,3400,-65.0,65.0,-245.0,18.0,22.0,0.5,10304.0,0.0,27.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
385203,0,1,3400,-65.0,65.0,-243.0,18.0,21.0,0.5,5152.0,0.0,27.0,3.9,0.0,13888.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
385452,0,1,3400,-65.0,65.0,-243.0,17.0,22.0,0.5,5312.0,0.0,27.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
385701,0,1,3400,-65.0,65.0,-242.0,14.0,22.0,0.5,5290.836426,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
385950,0,1,3400,-65.0,65.0,-244.0,11.0,22.0,0.5,20864.0,0.0,27.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
386199,0,1,3400,-65.0,65.0,-240.0,13.0,22.0,0.5,10464.0,0.0,27.0,3.5,0.0,9728.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
386448,0,1,3400,-65.0,65.0,-237.0,17.0,22.0,0.5,10304.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
386697,0,1,3400,-65.0,65.0,-243.0,18.0,22.0,0.5,5131.474121,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
386946,0,1,3400,-64.0,64.0,-244.0,18.0,22.0,0.5,10464.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
387195,0,1,3400,-64.0,64.0,-244.0,18.0,23.0,0.5,15616.0,0.0,27.0,1.9,0.0,14592.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
387444,0,1,3400,-64.0,64.0,-245.0,18.0,23.0,0.5,10304.0,0.0,27.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
387693,0,1,3400,-64.0,64.0,-244.0,18.0,23.0,0.5,5131.474121,0.0,27.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
387942,0,1,3400,-63.0,63.0,-242.0,16.0,23.0,0.5,15744.0,0.0,27.0,0.08,112.0,1568.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
388191,0,1,3400,-63.0,63.0,-241.0,15.0,23.0,0.5,5152.0,0.0,27.0,3.4,0.0,21312.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
388440,0,1,3400,-63.0,63.0,-240.0,18.0,23.0,0.5,0.0,0.0,27.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
388689,0,1,3400,-63.0,63.0,-242.0,18.0,23.0,0.5,5152.0,0.0,27.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
388938,0,1,3400,-63.0,63.0,-240.0,18.0,23.0,0.5,20525.896484,0.0,27.0,3.5,144.0,1561.75293,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
389187,0,1,3400,-63.0,63.0,-241.0,18.0,23.0,0.5,10304.0,0.0,27.0,5.8,0.0,35808.0,13.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
389436,0,1,3400,-63.0,63.0,-246.0,18.0,23.0,0.5,10464.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
389685,0,1,3400,-63.0,63.0,-243.0,19.0,23.0,0.5,10464.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
389934,0,1,3400,-63.0,63.0,-243.0,19.0,23.0,0.5,5131.474121,0.0,27.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
390183,0,1,3400,-63.0,63.0,-236.0,18.0,23.0,0.5,0.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
390432,0,1,3400,-63.0,63.0,-243.0,18.0,23.0,0.5,15456.0,0.0,27.0,11.0,0.0,0.0,80.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
390681,0,1,3400,-63.0,63.0,-243.0,18.0,23.0,0.5,25760.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
390930,0,1,3400,-63.0,63.0,-241.0,16.0,23.0,0.5,25880.478516,0.0,27.0,12.0,144.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
391179,0,1,3400,-63.0,63.0,-239.0,16.0,23.0,0.5,15456.0,0.0,27.0,6.0,0.0,9664.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
391428,0,1,3400,-63.0,63.0,-243.0,18.0,24.0,0.5,5312.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
391677,0,1,3400,-63.0,63.0,-241.0,17.0,23.0,0.5,10464.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
391926,0,1,3400,-63.0,63.0,-243.0,17.0,24.0,0.5,15456.0,0.0,27.0,5.0,0.0,16288.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
392175,0,1,3400,-63.0,63.0,-241.0,18.0,23.0,0.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
392424,0,1,3400,-63.0,63.0,-244.0,18.0,24.0,0.5,5152.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
392673,0,1,3400,-63.0,63.0,-239.0,18.0,24.0,0.5,10304.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
392922,0,1,3400,-63.0,63.0,-240.0,18.0,23.0,0.5,10304.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
393171,0,1,3400,-63.0,63.0,-243.0,18.0,24.0,0.5,5131.474121,0.0,27.0,0.27,0.0,13832.668945,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
393420,0,1,3400,-63.0,63.0,-240.0,18.0,23.0,0.5,10304.0,0.0,27.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
393669,0,1,3400,-63.0,63.0,-237.0,18.0,23.0,0.5,10304.0,0.0,27.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
393918,0,1,3400,-63.0,63.0,-237.0,18.0,23.0,0.5,5152.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
394167,0,1,3400,-63.0,63.0,-238.0,18.0,23.0,0.5,30788.84375,0.0,27.0,7.9,0.0,14119.521484,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
394416,0,1,3400,-64.0,64.0,-239.0,18.0,23.0,0.5,5152.0,0.0,27.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
394665,0,1,3400,-64.0,64.0,-243.0,18.0,23.0,0.5,10304.0,0.0,27.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
394914,0,1,3400,-64.0,64.0,-245.0,18.0,23.0,0.5,10304.0,0.0,27.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
395163,0,1,3400,-64.0,64.0,-242.0,18.0,23.0,0.5,0.0,0.0,27.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
395412,0,1,3400,-64.0,64.0,-243.0,18.0,23.0,0.5,10422.310547,0.0,27.0,2.1,0.0,45067.730469,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
395661,0,1,3400,-64.0,64.0,-244.0,18.0,23.0,0.5,5152.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
395910,0,1,3400,-64.0,64.0,-241.0,18.0,23.0,0.5,5152.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
396159,0,1,3400,-64.0,64.0,-240.0,17.0,22.0,0.5,10560.0,0.0,27.0,1.4,0.0,55520.0,25.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
396408,0,1,3400,-64.0,64.0,-246.0,17.0,22.0,0.5,10262.948242,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
396657,0,1,3400,-64.0,64.0,-241.0,18.0,22.0,0.5,20608.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
396906,0,1,3400,-64.0,64.0,-242.0,16.0,22.0,0.5,26080.0,0.0,27.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
397155,0,1,3400,-64.0,64.0,-245.0,17.0,23.0,0.5,5152.0,0.0,27.0,6.9,0.0,29504.0,11.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
397404,0,1,3400,-64.0,64.0,-244.0,9.5,23.0,0.5,21577.689453,0.0,27.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
397653,0,1,3400,-64.0,64.0,-244.0,12.0,23.0,0.5,26944.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
397902,0,1,3400,-63.0,63.0,-245.0,16.0,23.0,0.5,40800.0,0.0,27.0,3.9,144.0,4256.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
398151,0,1,3400,-63.0,63.0,-242.0,22.0,23.0,0.5,10464.0,0.0,27.0,6.3,0.0,18976.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
398400,0,1,3400,-63.0,63.0,-235.0,21.0,23.0,0.5,5290.836426,0.0,27.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
398649,0,1,3400,-63.0,63.0,-236.0,18.0,23.0,0.5,15456.0,0.0,27.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
398898,0,1,3400,-63.0,63.0,-240.0,16.0,23.0,0.59,26464.0,0.0,27.0,7.3,0.0,63008.0,9.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
399147,0,1,3400,-63.0,63.0,-243.0,18.0,23.0,0.51,15616.0,0.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
399396,0,1,3400,-63.0,63.0,-242.0,20.0,23.0,0.61,20992.0,0.0,27.0,13.0,0.0,1632.0,33.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
399645,0,1,3400,-63.0,63.0,-243.0,22.0,24.0,0.75,5131.474121,0.0,27.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
399894,0,1,3400,-62.0,62.0,-240.0,20.0,24.0,0.64,20992.0,0.0,27.0,9.7,0.0,22848.0,13.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
400143,0,1,3400,-62.0,62.0,-240.0,17.0,24.0,0.5,20992.0,0.0,27.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
400392,0,1,3400,-62.0,62.0,-246.0,17.0,24.0,0.5,15456.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
400641,0,1,3400,-62.0,62.0,-245.0,18.0,24.0,0.5,10262.948242,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
400890,0,1,3400,-62.0,62.0,-241.0,18.0,24.0,0.5,5152.0,0.0,27.0,2.3,0.0,24000.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
401139,0,1,3400,-62.0,62.0,-239.0,18.0,24.0,0.5,5312.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
401388,0,1,3400,-62.0,62.0,-236.0,19.0,25.0,0.5,0.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
401637,0,1,3400,-62.0,62.0,-239.0,18.0,25.0,0.5,15394.421875,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
401886,0,1,3400,-62.0,62.0,-242.0,18.0,24.0,0.5,10464.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
402135,0,1,3400,-62.0,62.0,-243.0,18.0,24.0,0.5,5152.0,0.0,27.0,2.1,0.0,10176.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
402384,0,1,3400,-62.0,62.0,-240.0,18.0,24.0,0.5,25760.0,0.0,27.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
402633,0,1,3400,-62.0,62.0,-243.0,18.0,24.0,0.5,0.0,0.0,27.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
402882,0,1,3400,-62.0,62.0,-240.0,18.0,24.0,0.5,10262.948242,0.0,27.0,0.49,186.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
403131,0,1,3400,-62.0,62.0,-238.0,18.0,24.0,0.5,10304.0,0.0,27.0,3.0,0.0,15040.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
403380,0,1,3400,-62.0,62.0,-240.0,18.0,24.0,0.5,31072.0,0.0,27.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
403629,0,1,3400,-62.0,62.0,-241.0,18.0,24.0,0.5,10464.0,0.0,27.0,3.6,0.0,0.0,80.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
403878,0,1,3400,-62.0,62.0,-246.0,18.0,24.0,0.5,10422.310547,0.0,27.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
404127,0,1,3400,-62.0,62.0,-246.0,19.0,24.0,0.5,15776.0,0.0,27.0,3.6,0.0,16736.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
