run_id,total_time,reset_time,graph_time,gnn_time,action_time,env_step_time,ppo_update_time
training_results,261.4401056499919,13.024609536922071,9.240617747185752,56.406359639018774,122.4871699277428,19.69900804013014,29.896560589200817
