scope,pool_type,topology_id,constraint_mode,missing_direct_rc_link,missing_rh_es_link,missing_es_rc_link,es_capacity_exceeded,rc_capacity_exceeded,bandwidth_exceeded,e2e_latency_exceeded,crosshaul_latency_exceeded
train,train,small_balanced_train_a,strict_connectivity_plus_capacity,0,0,0,3881,0,0,1734,3881
train,train,small_clustered_train_b,strict_connectivity_plus_capacity,0,0,0,6393,0,0,3560,6393
eval,train,small_balanced_train_a,strict_connectivity_plus_capacity,0,0,0,6,0,0,2,6
eval,train,small_clustered_train_b,strict_connectivity_plus_capacity,0,0,0,6,0,0,6,6
eval,test,small_sparse_test_a,strict_connectivity_plus_capacity,0,0,0,6,0,0,6,6
eval,test,small_direct_test_b,strict_connectivity_plus_capacity,0,0,0,6,0,0,5,6
