episode,benchmark,topology_id,pool,constraint_mode,reward,cost,valid_rate,average_reward_per_slot,average_cost_per_slot,processing_cost,routing_cost,reconfiguration_cost,sla_penalty,split_s1_count,split_s2_count,split_s3_count,split_s4_count,split_changes,es_changes,rc_changes,total_reconfig_changes,strict_feasible_reset_rate,has_structurally_valid_action,has_strictly_valid_action
29,small,small_clustered_train_b,train,legacy,9.767770782849862,62.99544410705566,1.0,0.19535541565699724,69.76431943642687,2331.48690032959,71.84158777574284,408.0,338.4437417984009,67,190,87,56,157.0,105.0,146.0,408.0,1.0,True,True
30,small,small_clustered_train_b,train,legacy,9.682316776281159,65.69106269836426,1.0,0.19364633552562316,73.1787609719277,2408.695556640625,70.47266918039583,431.0,374.38491129875183,72,206,70,52,152.0,125.0,154.0,431.0,0.0,True,False
31,small,small_clustered_train_b,train,legacy,9.694329614389623,65.69671173095703,1.0,0.19388659228779248,73.25037591500812,2460.994728088379,77.15765839116871,369.0,377.68320548534393,76,206,75,43,143.0,106.0,120.0,369.0,1.0,True,True
32,small,small_balanced_train_a,train,legacy,9.68307010994131,66.60144821166992,1.0,0.19366140219882622,75.9509033289762,2368.619037628174,89.98064991648421,404.0,467.4727370738983,85,229,80,6,161.0,105.0,138.0,404.0,0.0,True,False
33,small,small_clustered_train_b,train,legacy,9.701087371568129,64.99631645202636,1.0,0.19402174743136258,72.88162081563978,2388.4310989379883,75.11955398723076,392.0,394.265193939209,58,207,78,57,146.0,113.0,133.0,392.0,0.0,True,False
34,small,small_clustered_train_b,train,legacy,9.779020796051705,62.64982894897461,1.0,0.19558041592103412,69.96239061259642,2292.732089996338,79.13125100106745,395.0,365.6280940771103,67,207,72,54,153.0,102.0,140.0,395.0,1.0,True,True
35,small,small_balanced_train_a,train,legacy,9.754756098628107,62.812207260131835,1.0,0.19509512197256215,71.65435032664912,2199.4847831726074,87.0184386570187,412.0,442.1071472167969,75,232,89,4,174.0,119.0,119.0,412.0,1.0,True,True
36,small,small_clustered_train_b,train,legacy,9.872918723116062,60.27450256347656,1.0,0.19745837446232123,67.29877612211972,2191.6138401031494,67.89758639048637,403.0,351.2136892080307,70,193,75,62,151.0,126.0,126.0,403.0,0.0,True,False
37,small,small_balanced_train_a,train,legacy,9.813553821817917,62.16496437072754,1.0,0.19627107643635835,71.5804144728124,2166.207712173462,85.26799759005215,386.0,470.7725076675415,66,241,91,2,166.0,113.0,107.0,386.0,0.0,True,False
38,small,small_clustered_train_b,train,legacy,9.803800225419202,61.83663833618164,1.0,0.19607600450838406,68.99740496886442,2248.7860107421875,73.00759022865205,412.0,358.0383253097534,60,195,86,59,153.0,149.0,110.0,412.0,1.0,True,True
39,small,small_balanced_train_a,train,legacy,9.803535178639061,62.09721748352051,1.0,0.19607070357278122,70.90084316566663,2178.2341136932373,82.44546055746319,404.0,440.18129324913025,64,234,94,8,172.0,146.0,86.0,404.0,0.0,True,False
40,small,small_clustered_train_b,train,legacy,9.78884658445589,62.52587574005127,1.0,0.19577693168911778,69.44811597346215,2281.784273147583,71.39752464471067,427.0,346.1120001077652,71,198,75,56,158.0,141.0,128.0,427.0,1.0,True,True
41,small,small_clustered_train_b,train,legacy,9.765383423089274,63.164870223999024,1.0,0.1953076684617855,69.94280569386797,2358.0309047698975,72.31583841854577,389.0,338.89677119255066,62,193,81,64,161.0,125.0,103.0,389.0,0.0,True,False
42,small,small_clustered_train_b,train,legacy,9.832809293630676,60.85223300933838,1.0,0.19665618587261352,67.86652229179909,2225.323794364929,68.57336381595225,398.0,350.71447718143463,62,194,83,61,160.0,140.0,98.0,398.0,0.0,True,False
43,small,small_clustered_train_b,train,legacy,9.799118170707127,61.813638076782226,1.0,0.19598236341414255,69.11878140459535,2263.755672454834,72.66911385245193,389.0,365.2571425437927,63,202,88,47,158.0,124.0,107.0,389.0,1.0,True,True
44,small,small_clustered_train_b,train,legacy,9.744976682204667,64.23503242492676,1.0,0.19489953364409335,72.01897007208834,2371.4403171539307,75.1144994319014,376.0,389.1968432664871,63,196,85,56,139.0,148.0,89.0,376.0,0.0,True,False
45,small,small_clustered_train_b,train,legacy,9.720856614279434,64.7358576965332,1.0,0.19441713228558868,73.05254970527682,2376.8759574890137,80.08230632936267,364.0,415.8346096277237,67,208,80,45,142.0,133.0,89.0,364.0,1.0,True,True
46,small,small_clustered_train_b,train,legacy,9.710389290631435,66.28410457611083,1.0,0.19420778581262868,74.96848361755407,2430.873935699463,76.11233657838686,373.0,434.2189539670944,58,220,77,45,139.0,142.0,92.0,373.0,1.0,True,True
47,small,small_clustered_train_b,train,legacy,9.690230461691604,65.33963455200195,1.0,0.19380460923383208,72.6795506075648,2464.6941452026367,78.29178255509753,357.0,366.9957994222641,48,221,77,54,132.0,138.0,87.0,357.0,0.0,True,False
48,small,small_clustered_train_b,train,legacy,9.75909703419779,64.28677551269531,1.0,0.1951819406839558,73.13362091953174,2329.563720703125,80.43274354357311,362.0,442.34229016304016,59,221,78,42,144.0,131.0,87.0,362.0,0.0,True,False
49,small,small_clustered_train_b,train,legacy,9.743917136310776,63.24337631225586,1.0,0.19487834272621551,70.17134452548808,2370.0139141082764,71.75647193709275,374.0,346.39841973781586,59,207,81,53,139.0,150.0,85.0,374.0,1.0,True,True
50,small,small_balanced_train_a,train,legacy,9.850607154854103,60.72563484191895,1.0,0.19701214309708207,69.87845846340647,2129.7752895355225,82.86533945030698,366.0,457.6411466598511,63,247,87,3,142.0,143.0,81.0,366.0,1.0,True,True
51,small,small_clustered_train_b,train,legacy,9.780920030646728,62.70345573425293,1.0,0.19561840061293456,70.8382359320675,2231.742235183716,76.69158735769318,420.0,406.73898696899414,46,212,88,54,151.0,179.0,90.0,420.0,1.0,True,True
52,small,small_balanced_train_a,train,legacy,9.755109612798126,64.00083633422851,1.0,0.1951021922559625,73.79014089429502,2232.0664291381836,88.51014283486792,390.0,489.4652361869812,67,247,84,2,162.0,146.0,82.0,390.0,1.0,True,True
53,small,small_balanced_train_a,train,legacy,9.806260872417154,62.59159523010254,1.0,0.19612521744834308,72.36660765814858,2184.6029148101807,87.22621845144351,369.0,488.75062441825867,55,252,90,3,140.0,150.0,79.0,369.0,0.0,True,False
54,small,small_clustered_train_b,train,legacy,9.83690946072453,62.16935035705566,1.0,0.19673818921449063,71.01689140627401,2160.7412242889404,79.34930275140687,426.0,442.37702345848083,49,214,91,46,165.0,159.0,102.0,426.0,1.0,True,True
55,small,small_balanced_train_a,train,legacy,9.93832930675381,57.711079330444335,1.0,0.1987665861350762,65.78356188672416,2033.6853761672974,86.24444075420688,362.0,403.62413787841797,56,246,94,4,145.0,157.0,60.0,362.0,0.0,True,False
56,small,small_balanced_train_a,train,legacy,9.79757939509979,63.62755237579346,1.0,0.1959515879019958,74.42335194422252,2238.81934261322,90.76832965627051,312.0,539.7899610996246,54,257,87,2,128.0,118.0,66.0,312.0,0.0,True,False
57,small,small_clustered_train_b,train,legacy,9.700258114197048,65.07617027282714,1.0,0.19400516228394096,73.69670314854935,2353.274761199951,86.50712112680841,383.0,431.0266399383545,55,230,76,39,153.0,138.0,92.0,383.0,1.0,True,True
58,small,small_clustered_train_b,train,legacy,9.805656805335783,62.14063499450683,1.0,0.19611313610671566,70.49404699868109,2224.9733180999756,85.38786602902523,379.0,417.67058277130127,52,213,91,44,159.0,133.0,87.0,379.0,0.0,True,False
59,small,small_balanced_train_a,train,legacy,9.748634060595515,64.17021179199219,1.0,0.1949726812119103,72.98625998555373,2294.1881437301636,88.52001051368696,385.0,440.8024232387543,61,250,89,0,136.0,161.0,88.0,385.0,1.0,True,True
60,small,small_balanced_train_a,train,legacy,9.836385548562756,60.87058059692383,1.0,0.19672771097125513,69.78815962777784,2169.1562175750732,88.49377113384193,340.0,445.87899565696716,68,239,92,1,125.0,143.0,72.0,340.0,0.0,True,False
61,small,small_clustered_train_b,train,legacy,9.79883951573044,62.41065528869629,1.0,0.19597679031460882,71.7485106776538,2188.8602209091187,79.7798277727848,385.0,466.89274287223816,58,217,89,36,160.0,158.0,67.0,385.0,1.0,True,True
62,small,small_clustered_train_b,train,legacy,9.790709802837618,61.656591796875,1.0,0.19581419605675238,69.10123066907171,2236.4160919189453,78.18153590700815,396.0,372.2319526672363,63,209,85,43,155.0,155.0,86.0,396.0,0.0,True,False
63,small,small_balanced_train_a,train,legacy,9.821553666615177,62.03648178100586,1.0,0.19643107333230353,71.81916774467973,2168.1923599243164,87.49742238012738,357.0,489.13430190086365,73,227,98,2,155.0,147.0,55.0,357.0,1.0,True,True
64,small,small_clustered_train_b,train,legacy,9.782346683488218,63.33269710540772,1.0,0.19564693366976435,72.0579775111018,2277.5640411376953,73.80682321601249,379.0,436.26400661468506,67,194,92,47,161.0,131.0,87.0,379.0,1.0,True,True
65,small,small_balanced_train_a,train,legacy,9.813557071405729,61.87924736022949,1.0,0.19627114142811458,71.82302327939269,2174.3834114074707,90.39015972444824,332.0,497.1887969970703,66,230,103,1,138.0,111.0,83.0,332.0,1.0,True,True
66,small,small_balanced_train_a,train,legacy,9.78942204685005,63.073270378112795,1.0,0.19578844093700098,73.67661842699641,2209.4910888671875,88.00500388098658,326.0,530.167412519455,75,240,84,1,141.0,120.0,65.0,326.0,1.0,True,True
67,small,small_clustered_train_b,train,legacy,9.746338802836927,63.48435478210449,1.0,0.19492677605673855,71.92939498925905,2321.7842235565186,77.18149788462188,353.0,422.25201547145844,72,215,73,40,142.0,118.0,93.0,353.0,0.0,True,False
68,small,small_clustered_train_b,train,legacy,9.79375034469622,62.432404022216794,1.0,0.1958750068939244,70.99607910790336,2285.4834308624268,77.95293303264955,330.0,428.1837959289551,53,229,70,48,124.0,122.0,84.0,330.0,1.0,True,True
69,small,small_balanced_train_a,train,legacy,9.706936659990108,64.51625732421876,1.0,0.19413873319980215,74.50181220443058,2329.922508239746,92.6126317293644,304.0,499.2777352333069,79,245,76,0,149.0,106.0,49.0,304.0,1.0,True,True
70,small,small_balanced_train_a,train,legacy,9.731953086247,64.2321913909912,1.0,0.19463906172494,74.54922977734215,2281.9071617126465,91.85052116729355,322.0,515.8519012928009,75,242,82,1,130.0,124.0,68.0,322.0,1.0,True,True
71,small,small_balanced_train_a,train,legacy,9.830800848711919,61.05681266784668,1.0,0.19661601697423836,71.05405711575189,2166.0120735168457,91.96639850514643,295.0,499.86219215393066,58,249,91,2,141.0,103.0,51.0,295.0,0.0,True,False
72,small,small_balanced_train_a,train,legacy,9.822339516430135,62.25318298339844,1.0,0.1964467903286027,72.9074357975868,2180.457622528076,86.48888115436452,313.0,532.712643623352,70,256,73,1,145.0,108.0,60.0,313.0,1.0,True,True
73,small,small_clustered_train_b,train,legacy,9.81776127954487,61.466109886169434,1.0,0.1963552255908974,69.30296467714066,2270.6109523773193,77.85185390422158,333.0,391.8427131175995,50,213,83,54,148.0,105.0,80.0,333.0,0.0,True,False
74,small,small_balanced_train_a,train,legacy,9.718709203263044,65.05146545410156,1.0,0.19437418406526089,76.36355860704533,2282.4832010269165,96.48543727174605,308.0,565.6046447753906,62,251,86,1,158.0,97.0,53.0,308.0,0.0,True,False
75,small,small_balanced_train_a,train,legacy,9.849884072552499,60.604192123413085,1.0,0.19699768145104998,69.6470316699415,2162.978380203247,89.08923955462353,326.0,452.141982793808,67,250,79,4,157.0,107.0,62.0,326.0,1.0,True,True
76,small,small_balanced_train_a,train,legacy,9.72553505772891,63.741741790771485,1.0,0.19451070115457822,72.49866425171349,2345.5370502471924,97.70394007667247,306.0,437.8461101055145,54,271,74,1,140.0,100.0,66.0,306.0,1.0,True,True
77,small,small_balanced_train_a,train,legacy,9.81550557619972,61.3290771484375,1.0,0.1963101115239944,71.23373465991942,2184.58097076416,90.63999480245894,296.0,495.2328827381134,51,264,84,1,136.0,100.0,60.0,296.0,1.0,True,True
78,small,small_balanced_train_a,train,legacy,9.733463348858445,64.90334903717041,1.0,0.1946692669771689,75.7861868150572,2312.187343597412,92.83818796813154,296.0,544.1419031620026,53,270,77,0,145.0,99.0,52.0,296.0,0.0,True,False
79,small,small_balanced_train_a,train,legacy,9.826733538874382,61.928245277404784,1.0,0.19653467077748765,71.77426415350553,2210.845025062561,92.26628445845654,301.0,492.3009476661682,58,252,87,3,157.0,87.0,57.0,301.0,1.0,True,True
80,small,small_clustered_train_b,train,legacy,9.75313008899669,63.36281394958496,1.0,0.1950626017799338,70.92397553943663,2453.5787620544434,78.50384132825383,258.0,378.05808568000793,40,234,69,57,121.0,76.0,61.0,258.0,0.0,True,False
81,small,small_balanced_train_a,train,legacy,9.767438819908035,63.507403717041015,1.0,0.1953487763981607,74.16551041002423,2282.7433223724365,97.72152114322466,262.0,532.9053409099579,44,271,85,0,137.0,89.0,36.0,262.0,1.0,True,True
82,small,small_clustered_train_b,train,legacy,9.902337604614985,59.41013652801514,1.0,0.1980467520922997,67.09115530075839,2240.24835395813,74.20752974662875,272.0,384.0509412288666,44,243,68,45,139.0,80.0,53.0,272.0,0.0,True,False
83,small,small_balanced_train_a,train,legacy,9.71144827695273,65.41559608459472,1.0,0.1942289655390546,76.35230833775044,2376.750020980835,98.19413532052094,249.0,546.835631608963,50,280,68,2,128.0,97.0,24.0,249.0,1.0,True,True
84,small,small_balanced_train_a,train,legacy,9.780862275098672,62.19405723571777,1.0,0.19561724550197343,71.86096408646188,2260.983444213867,93.37406952580719,272.0,483.3453459739685,53,277,69,1,125.0,100.0,47.0,272.0,0.0,True,False
85,small,small_clustered_train_b,train,legacy,9.723184634370348,64.91717231750488,1.0,0.19446369268740696,73.12700359801453,2474.978500366211,82.38852619303131,278.0,410.4915769100189,52,244,63,41,151.0,80.0,47.0,278.0,1.0,True,True
86,small,small_clustered_train_b,train,legacy,9.67069449394949,65.94197776794434,1.0,0.1934138898789898,74.35091491617298,2496.386028289795,84.26606141753214,296.0,420.4468286037445,52,239,70,39,152.0,107.0,37.0,296.0,1.0,True,True
87,small,small_clustered_train_b,train,legacy,9.846947399055274,60.85396713256836,1.0,0.19693894798110548,69.43474485403604,2266.4061241149902,78.25336564587114,269.0,429.038876414299,59,241,64,36,147.0,87.0,35.0,269.0,0.0,True,False
88,small,small_clustered_train_b,train,legacy,9.716334702088318,64.00458892822266,1.0,0.19432669404176636,71.56206324633126,2437.168201446533,73.18755340228324,312.0,377.873703956604,56,248,54,42,138.0,117.0,57.0,312.0,1.0,True,True
89,small,small_balanced_train_a,train,legacy,9.741399881494283,63.8809188079834,1.0,0.19482799762988567,73.76330468576835,2319.7062969207764,92.22032796441201,288.0,494.1193027496338,52,280,65,3,113.0,115.0,60.0,288.0,1.0,True,True
90,small,small_clustered_train_b,train,legacy,9.88908145521594,60.18197032928467,1.0,0.19778162910431882,68.71307220188537,2211.044511795044,74.49890856419353,297.0,426.5550949573517,42,259,65,34,125.0,88.0,84.0,297.0,1.0,True,True
91,small,small_clustered_train_b,train,legacy,9.74252391112884,63.52731544494629,1.0,0.1948504782225768,72.35714787307718,2335.8667545318604,85.00736024025828,314.0,441.49164056777954,59,254,63,24,131.0,107.0,76.0,314.0,1.0,True,True
92,small,small_clustered_train_b,train,legacy,9.830498316605325,61.245048179626465,1.0,0.1966099663321065,68.91985479183292,2285.2582626342773,75.25388974308969,318.0,383.7402945756912,48,260,61,31,130.0,117.0,71.0,318.0,0.0,True,False
93,small,small_balanced_train_a,train,legacy,9.772988460261544,62.89565284729004,1.0,0.1954597692052309,72.89591843451734,2259.814167022705,95.95523084451926,289.0,500.01326274871826,44,280,76,0,113.0,107.0,69.0,289.0,1.0,True,True
94,small,small_clustered_train_b,train,legacy,9.565042682291974,70.06336151123047,1.0,0.19130085364583949,81.24996799715261,2551.1350440979004,87.70280206061827,305.0,559.3302772045135,45,275,57,23,120.0,108.0,77.0,305.0,0.0,True,False
95,small,small_balanced_train_a,train,legacy,9.732980838780033,64.60513008117675,1.0,0.19465961677560067,75.42220104997888,2312.2768573760986,93.12613131325953,284.0,540.8535313606262,58,271,70,1,102.0,104.0,78.0,284.0,1.0,True,True
96,small,small_clustered_train_b,train,legacy,9.806224320301821,61.56144538879394,1.0,0.1961244864060364,70.70420619079916,2228.4307918548584,81.50346002328023,311.0,457.13802766799927,41,273,63,23,135.0,110.0,66.0,311.0,1.0,True,True
97,small,small_balanced_train_a,train,legacy,9.703952649838614,66.56671340942383,1.0,0.19407905299677228,78.46845018380132,2333.7475395202637,99.50129389885235,300.0,595.0868389606476,47,285,68,0,110.0,123.0,67.0,300.0,0.0,True,False
98,small,small_clustered_train_b,train,legacy,9.682865647962137,65.48975807189942,1.0,0.19365731295924274,74.35664601675606,2414.701135635376,85.4423439078331,331.0,443.34441018104553,55,266,55,24,138.0,118.0,75.0,331.0,0.0,True,False
99,small,small_balanced_train_a,train,legacy,9.766080490052483,64.28811859130859,1.0,0.19532160980104965,75.08640483039461,2277.4960107803345,91.99565866412445,305.0,539.9142873287201,47,292,58,3,115.0,121.0,69.0,305.0,1.0,True,True
100,small,small_balanced_train_a,train,legacy,9.759121814840912,62.46743278503418,1.0,0.19518243629681822,71.49101380741486,2278.3211059570312,90.87144070224036,303.0,451.17907190322876,47,299,52,2,113.0,107.0,83.0,303.0,0.0,True,False
101,small,small_clustered_train_b,train,legacy,9.714619263835923,65.15638717651368,1.0,0.19429238527671847,74.6400118682066,2375.241153717041,89.39698929560632,319.0,474.1812255382538,48,268,67,17,126.0,121.0,72.0,319.0,1.0,True,True
102,small,small_balanced_train_a,train,legacy,9.4989297062646,73.46561882019043,1.0,0.18997859412529197,87.7798726353967,2537.1034088134766,101.46480898197758,319.0,715.7127041816711,47,299,54,0,111.0,134.0,74.0,319.0,0.0,True,False
103,small,small_clustered_train_b,train,legacy,9.670292149932393,66.03730567932129,1.0,0.19340584299864788,75.63786228292294,2418.755672454834,87.08173388110215,316.0,480.02785539627075,38,283,53,26,145.0,102.0,69.0,316.0,0.0,True,False
104,small,small_clustered_train_b,train,legacy,9.602447248983049,69.44686004638672,1.0,0.192048944979661,80.86087654220859,2493.4319343566895,87.21022084583825,321.0,570.700834274292,60,274,47,19,147.0,109.0,65.0,321.0,0.0,True,False
105,small,small_balanced_train_a,train,legacy,9.815356399627552,62.80271629333496,1.0,0.19630712799255104,73.01436567422984,2221.092981338501,89.46035483957435,319.0,510.5824730396271,63,276,59,2,139.0,115.0,65.0,319.0,0.0,True,False
106,small,small_balanced_train_a,train,legacy,9.638011547805569,67.93750534057617,1.0,0.19276023095611136,78.74044659641832,2440.7239990234375,97.0042591261836,319.0,540.1470355987549,56,294,49,1,114.0,124.0,81.0,319.0,1.0,True,True
107,small,small_balanced_train_a,train,legacy,9.697810386465445,65.81844749450684,1.0,0.1939562077293089,76.83492067466761,2345.0509338378906,99.04777914086672,296.0,550.8236584663391,43,290,65,2,126.0,107.0,63.0,296.0,1.0,True,True
108,small,small_clustered_train_b,train,legacy,9.61536021647101,68.58892311096191,1.0,0.19230720432942022,79.98118655066438,2447.840784072876,91.99222900511957,320.0,569.613157749176,58,274,52,16,154.0,106.0,60.0,320.0,1.0,True,True
109,small,small_clustered_train_b,train,legacy,9.754474021007333,64.08483345031738,1.0,0.19508948042014665,74.32237164365773,2319.675361633301,83.68950044946915,289.0,511.87686014175415,56,277,51,16,142.0,100.0,47.0,289.0,0.0,True,False
110,small,small_clustered_train_b,train,legacy,9.688788536576464,65.71548461914062,1.0,0.19377577073152927,76.02657003437453,2366.5379695892334,87.6819803707272,316.0,515.5542755126953,59,258,62,21,173.0,89.0,54.0,316.0,1.0,True,True
111,small,small_clustered_train_b,train,legacy,9.759125323452437,63.550818252563474,1.0,0.19518250646904875,73.52981393174406,2307.931562423706,83.65948372518834,287.0,498.94982409477234,51,255,72,22,158.0,77.0,52.0,287.0,0.0,True,False
112,small,small_balanced_train_a,train,legacy,9.788231643587826,63.646885299682616,1.0,0.19576463287175652,74.63525268179937,2252.744468688965,95.18143336288705,285.0,549.4183676242828,56,271,69,4,149.0,83.0,53.0,285.0,0.0,True,False
113,small,small_balanced_train_a,train,legacy,9.774018903047518,63.09740852355957,1.0,0.19548037806095034,73.20504760289286,2266.5678367614746,94.92062480444835,288.0,505.3819591999054,51,289,58,2,136.0,91.0,61.0,288.0,1.0,True,True
114,small,small_clustered_train_b,train,legacy,9.758309350131054,64.3413729095459,1.0,0.19516618700262106,73.62522960623156,2351.8524074554443,84.02341825713444,317.0,464.19282507896423,54,231,78,37,185.0,72.0,60.0,317.0,0.0,True,False
115,small,small_balanced_train_a,train,legacy,9.839985598780482,61.74786350250244,1.0,0.19679971197560964,72.52181355167049,2195.523138999939,99.17255407850425,254.0,538.6974925994873,64,250,85,1,130.0,66.0,58.0,254.0,0.0,True,False
