run_id,total_time,reset_time,graph_time,gnn_time,action_time,env_step_time,ppo_update_time
training_results,449.62327171396464,14.141606151359156,9.717852614587173,94.21363088925136,251.46928731445223,22.951318992651068,45.2486576832016
