run_id,total_time,reset_time,graph_time,gnn_time,action_time,env_step_time,ppo_update_time
training_results_seed_42,1185.3871640369762,20.88011068821652,45.85495542851277,288.78846834698925,592.7483016252518,92.71018559904769,91.98664517543511
