dataset_group,scenario,training_id,experiment_id,imsi,num_records,min_time,max_time,unique_base_station_count,base_stations_observed,unique_rnti_count,rnti_values,rnti_change_count,unique_slice_id_count,slice_ids_observed,appears_in_more_than_one_base_station,sequential_multi_bs_timestamps,same_timestamp_multi_bs_count,ambiguous_multi_bs_observation
slice_mixed,rome_static_close,tr11,exp2,1010123456011,1799,1602196156529.0,1602196606029.0,1,bs1,1,86,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456013,1286,1602196150711.0,1602196471961.0,1,bs2,1,76,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456014,1287,1602196150461.0,1602196471961.0,1,bs2,1,72,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456015,1279,1602196152461.0,1602196471961.0,1,bs2,1,79,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456016,1287,1602196150461.0,1602196471961.0,1,bs2,1,77,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456017,1288,1602196150211.0,1602196471961.0,1,bs2,1,71,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456018,1285,1602196150961.0,1602196471961.0,1,bs2,1,78,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456019,1286,1602196150711.0,1602196471961.0,1,bs2,1,75,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456020,1285,1602196150961.0,1602196471961.0,1,bs2,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456021,1288,1602196150211.0,1602196471961.0,1,bs2,1,70,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456022,1286,1602196150711.0,1602196471961.0,1,bs2,1,73,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456024,1860,1602196151198.0,1602196615948.0,1,bs3,1,84,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456025,1860,1602196151198.0,1602196615948.0,1,bs3,1,77,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456026,1862,1602196150698.0,1602196615948.0,1,bs3,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456027,1863,1602196150448.0,1602196615948.0,1,bs3,1,75,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456028,334,1602196126448.0,1602196209698.0,1,bs3,1,71,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456029,337,1602196125698.0,1602196209698.0,1,bs3,1,70,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456030,1864,1602196150198.0,1602196615948.0,1,bs3,1,72,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456031,1862,1602196150698.0,1602196615948.0,1,bs3,1,76,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456032,1863,1602196150448.0,1602196615948.0,1,bs3,1,78,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456033,1861,1602196150948.0,1602196615948.0,1,bs3,1,83,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456035,1830,1602196150484.0,1602196607734.0,1,bs4,1,79,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456036,1829,1602196150734.0,1602196607734.0,1,bs4,1,78,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456037,1828,1602196150984.0,1602196607734.0,1,bs4,1,80,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456038,1829,1602196150734.0,1602196607734.0,1,bs4,1,76,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456039,1831,1602196149984.0,1602196607484.0,1,bs4,1,72,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456040,1829,1602196150734.0,1602196607734.0,1,bs4,1,75,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456041,1830,1602196150484.0,1602196607734.0,1,bs4,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456042,1827,1602196151234.0,1602196607734.0,1,bs4,1,81,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456043,1814,1602196154484.0,1602196607734.0,1,bs4,1,82,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp2,1010123456044,1923,1602196127234.0,1602196607734.0,1,bs4,1,70,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456002,1824,1602209883131.0,1602210338881.0,1,bs1,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456003,1823,1602209883381.0,1602210338881.0,1,bs1,1,80,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456004,1823,1602209883381.0,1602210338881.0,1,bs1,1,75,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456005,1825,1602209882881.0,1602210338881.0,1,bs1,1,73,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456006,1821,1602209883881.0,1602210338881.0,1,bs1,1,82,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456007,1823,1602209883381.0,1602210338881.0,1,bs1,1,81,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456008,1920,1602209859131.0,1602210338881.0,1,bs1,1,71,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456009,1919,1602209859381.0,1602210338881.0,1,bs1,1,72,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456010,1921,1602209858881.0,1602210338881.0,1,bs1,1,70,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456011,1823,1602209883381.0,1602210338881.0,1,bs1,1,79,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456013,1834,1602209884132.0,1602210342382.0,1,bs2,1,80,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456014,1838,1602209883132.0,1602210342382.0,1,bs2,1,78,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456015,1837,1602209883382.0,1602210342382.0,1,bs2,1,84,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456016,1831,1602209884882.0,1602210342382.0,1,bs2,1,89,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456017,1834,1602209884132.0,1602210342382.0,1,bs2,1,82,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456018,1837,1602209883382.0,1602210342382.0,1,bs2,1,81,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456019,1839,1602209882882.0,1602210342382.0,1,bs2,1,79,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456020,1833,1602209884382.0,1602210342382.0,1,bs2,1,88,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456021,1834,1602209884132.0,1602210342382.0,1,bs2,1,83,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456022,1835,1602209883882.0,1602210342382.0,1,bs2,1,85,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456024,1929,1602209858913.0,1602210340913.0,1,bs3,1,70,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456025,1815,1602209883413.0,1602210336913.0,1,bs3,1,73,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456026,1831,1602209883413.0,1602210340913.0,1,bs3,1,75,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456027,1833,1602209883163.0,1602210341195.0,1,bs3,1,81,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456028,1800,1602209890913.0,1602210340663.0,1,bs3,1,84,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456029,1831,1602209883413.0,1602210340913.0,1,bs3,1,72,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456030,1830,1602209883663.0,1602210340913.0,1,bs3,1,80,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456031,1817,1602209883413.0,1602210337413.0,1,bs3,1,79,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456032,1815,1602209887413.0,1602210340913.0,1,bs3,1,83,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456033,1829,1602209884163.0,1602210341195.0,1,bs3,1,82,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456035,1830,1602209883435.0,1602210340685.0,1,bs4,1,76,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456036,1830,1602209883435.0,1602210340685.0,1,bs4,1,80,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456037,1828,1602209883935.0,1602210340685.0,1,bs4,1,81,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456038,1829,1602209883685.0,1602210340685.0,1,bs4,1,78,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456039,1831,1602209883185.0,1602210340685.0,1,bs4,1,74,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456040,1830,1602209883435.0,1602210340685.0,1,bs4,1,72,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456041,1813,1602209887685.0,1602210340685.0,1,bs4,1,82,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456042,1831,1602209883185.0,1602210340685.0,1,bs4,1,75,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456043,1829,1602209883685.0,1602210340685.0,1,bs4,1,77,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp3,1010123456044,1932,1602209857935.0,1602210340685.0,1,bs4,1,70,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456002,1826,1602246628983.0,1602247085233.0,1,bs1,1,72,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456003,1825,1602246629233.0,1602247085233.0,1,bs1,1,76,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456004,1824,1602246629483.0,1602247085233.0,1,bs1,1,78,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456005,1821,1602246630233.0,1602247085233.0,1,bs1,1,80,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456006,1826,1602246628983.0,1602247085233.0,1,bs1,1,73,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456007,1824,1602246629483.0,1602247085233.0,1,bs1,1,74,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456008,1826,1602246628983.0,1602247085233.0,1,bs1,1,71,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456009,1823,1602246629733.0,1602247085233.0,1,bs1,1,79,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456010,1826,1602246628983.0,1602247085233.0,1,bs1,1,70,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456011,1825,1602246629233.0,1602247085233.0,1,bs1,1,75,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456013,1830,1602246629619.0,1602247086869.0,1,bs2,1,74,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456014,1829,1602246629619.0,1602247086619.0,1,bs2,1,72,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456015,1825,1602246630869.0,1602247086869.0,1,bs2,1,80,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456016,1830,1602246629619.0,1602247086869.0,1,bs2,1,73,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456017,1831,1602246629374.0,1602247086869.0,1,bs2,1,71,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456018,1830,1602246629619.0,1602247086869.0,1,bs2,1,76,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456019,1826,1602246630369.0,1602247086619.0,1,bs2,1,79,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456020,1832,1602246629119.0,1602247086869.0,1,bs2,1,70,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456021,1829,1602246629869.0,1602247086869.0,1,bs2,1,77,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456022,1831,1602246629374.0,1602247086869.0,1,bs2,1,75,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456024,1832,1602246629114.0,1602247086864.0,1,bs3,1,70,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456025,1827,1602246630365.0,1602247086864.0,1,bs3,1,77,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456026,1827,1602246630365.0,1602247086864.0,1,bs3,1,78,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456027,1831,1602246629365.0,1602247086864.0,1,bs3,1,73,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456028,1806,1602246635614.0,1602247086864.0,1,bs3,1,79,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456029,1833,1602246628864.0,1602247086864.0,1,bs3,1,71,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456030,1828,1602246630114.0,1602247086864.0,1,bs3,1,74,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456031,1827,1602246630114.0,1602247086614.0,1,bs3,1,75,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456032,1831,1602246629365.0,1602247086864.0,1,bs3,1,72,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456033,1829,1602246629864.0,1602247086864.0,1,bs3,1,76,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456035,1920,1602246629380.0,1602247109130.0,1,bs4,1,76,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456036,1920,1602246629380.0,1602247109130.0,1,bs4,1,79,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456037,1917,1602246630130.0,1602247109130.0,1,bs4,1,83,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456038,1918,1602246629880.0,1602247109130.0,1,bs4,1,84,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456039,1918,1602246629880.0,1602247109130.0,1,bs4,1,82,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456040,1921,1602246629130.0,1602247109130.0,1,bs4,1,75,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456041,1920,1602246629380.0,1602247109130.0,1,bs4,1,73,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456042,1920,1602246629380.0,1602247109130.0,1,bs4,1,74,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456043,1920,1602246629380.0,1602247109130.0,1,bs4,1,81,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp4,1010123456044,330,1602246606130.0,1602246688380.0,1,bs4,1,70,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456002,1821,1602286887761.0,1602287342761.0,1,bs1,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456003,1822,1602286887511.0,1602287342761.0,1,bs1,1,71,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456004,1824,1602286887011.0,1602287342761.0,1,bs1,1,77,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456005,1824,1602286887011.0,1602287342761.0,1,bs1,1,70,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456006,1821,1602286887761.0,1602287342761.0,1,bs1,1,72,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456007,1818,1602286888511.0,1602287342761.0,1,bs1,1,80,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456008,1820,1602286888011.0,1602287342761.0,1,bs1,1,75,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456009,1822,1602286887511.0,1602287342761.0,1,bs1,1,76,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456010,1822,1602286887511.0,1602287342761.0,1,bs1,1,73,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456011,1820,1602286888011.0,1602287342761.0,1,bs1,1,78,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456013,1831,1602286887696.0,1602287345196.0,1,bs2,1,74,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456014,1828,1602286887696.0,1602287344446.0,1,bs2,1,77,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456015,1829,1602286887696.0,1602287344705.0,1,bs2,1,76,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456016,1829,1602286887696.0,1602287344705.0,1,bs2,1,72,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456017,1831,1602286887696.0,1602287345196.0,1,bs2,1,79,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456018,1830,1602286887446.0,1602287344705.0,1,bs2,1,73,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456019,1828,1602286887946.0,1602287344705.0,1,bs2,1,71,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456020,1834,1602286886946.0,1602287345196.0,1,bs2,1,70,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456021,1831,1602286887696.0,1602287345196.0,1,bs2,1,78,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456022,1830,1602286887446.0,1602287344705.0,1,bs2,1,75,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456024,1901,1602286887188.0,1602287362188.0,1,bs3,1,76,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456025,1901,1602286887188.0,1602287362188.0,1,bs3,1,70,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456026,1898,1602286887938.0,1602287362188.0,1,bs3,1,78,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456027,1900,1602286887438.0,1602287362188.0,1,bs3,1,72,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456028,1898,1602286887938.0,1602287362188.0,1,bs3,1,74,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456029,1898,1602286887938.0,1602287362188.0,1,bs3,1,75,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456030,1901,1602286887188.0,1602287362188.0,1,bs3,1,71,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456031,1898,1602286887938.0,1602287362188.0,1,bs3,1,73,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456032,1899,1602286887688.0,1602287362188.0,1,bs3,1,77,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456033,1898,1602286887938.0,1602287362188.0,1,bs3,1,79,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456035,1869,1602286887634.0,1602287354634.0,1,bs4,1,76,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456036,1772,1602286911884.0,1602287354634.0,1,bs4,1,77,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456037,1867,1602286888134.0,1602287354634.0,1,bs4,1,81,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456038,1869,1602286887634.0,1602287354634.0,1,bs4,1,78,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456039,1869,1602286887634.0,1602287354634.0,1,bs4,1,80,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456040,1870,1602286887384.0,1602287354634.0,1,bs4,1,74,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456041,1872,1602286886884.0,1602287354634.0,1,bs4,1,72,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456042,1870,1602286887384.0,1602287354634.0,1,bs4,1,73,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456043,1868,1602286887884.0,1602287354634.0,1,bs4,1,79,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr11,exp5,1010123456044,1963,1602286864134.0,1602287354634.0,1,bs4,1,70,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456002,1824,1602177006251.0,1602177462001.0,1,bs1,1,72,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456003,1823,1602177006501.0,1602177462001.0,1,bs1,1,73,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456004,1822,1602177006753.0,1602177462001.0,1,bs1,1,76,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456005,1822,1602177006753.0,1602177462001.0,1,bs1,1,75,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456006,1821,1602177007001.0,1602177462001.0,1,bs1,1,77,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456007,1820,1602177007251.0,1602177462001.0,1,bs1,1,78,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456008,1823,1602177006501.0,1602177462001.0,1,bs1,1,71,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456009,1824,1602177006251.0,1602177462001.0,1,bs1,1,70,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456010,1822,1602177006753.0,1602177462001.0,1,bs1,1,74,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456011,1818,1602177007751.0,1602177462001.0,1,bs1,1,79,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456013,1830,1602177006196.0,1602177463446.0,1,bs2,1,72,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456014,1829,1602177007196.0,1602177464196.0,1,bs2,1,79,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456015,1829,1602177006696.0,1602177463713.0,1,bs2,1,78,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456016,1826,1602177007946.0,1602177464196.0,1,bs2,1,82,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456017,1828,1602177006946.0,1602177463713.0,1,bs2,1,73,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456018,1830,1602177006446.0,1602177463713.0,1,bs2,1,71,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456019,1827,1602177007696.0,1602177464196.0,1,bs2,1,81,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456020,1830,1602177006946.0,1602177464196.0,1,bs2,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456021,1829,1602177006696.0,1602177463713.0,1,bs2,1,75,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456022,1832,1602177006446.0,1602177464196.0,1,bs2,1,70,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456024,1866,1602177006027.0,1602177472277.0,1,bs3,1,72,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456025,1915,1602176981777.0,1602177460277.0,1,bs3,1,70,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456026,1864,1602177006527.0,1602177472277.0,1,bs3,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456027,1863,1602177006777.0,1602177472277.0,1,bs3,1,79,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456028,1859,1602177007777.0,1602177472277.0,1,bs3,1,81,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456029,1864,1602177006527.0,1602177472277.0,1,bs3,1,78,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456030,1864,1602177006527.0,1602177472277.0,1,bs3,1,73,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456031,1865,1602177006277.0,1602177472277.0,1,bs3,1,76,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456032,1865,1602177006277.0,1602177472277.0,1,bs3,1,75,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456033,1862,1602177007027.0,1602177472277.0,1,bs3,1,80,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456035,1903,1602177007454.0,1602177482953.0,1,bs4,1,80,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456036,2004,1602176982203.0,1602177482953.0,1,bs4,1,70,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456037,1906,1602177006703.0,1602177482953.0,1,bs4,1,73,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456038,1905,1602177006953.0,1602177482953.0,1,bs4,1,75,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456039,1907,1602177006453.0,1602177482953.0,1,bs4,1,76,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456040,1908,1602177006203.0,1602177482953.0,1,bs4,1,72,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456041,1904,1602177007203.0,1602177482953.0,1,bs4,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456042,1909,1602177005953.0,1602177482953.0,1,bs4,1,77,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456043,1906,1602177006703.0,1602177482953.0,1,bs4,1,78,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp1,1010123456044,2002,1602176982703.0,1602177482953.0,1,bs4,1,71,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp2,1010123456002,1829,1602197863892.0,1602198320892.0,1,bs1,1,74,0,1,1,False,False,0,False
slice_mixed,rome_static_close,tr12,exp2,1010123456003,1827,1602197864392.0,1602198320892.0,1,bs1,1,79,0,1,2,False,False,0,False
slice_mixed,rome_static_close,tr12,exp2,1010123456004,1828,1602197864142.0,1602198320892.0,1,bs1,1,71,0,1,0,False,False,0,False
slice_mixed,rome_static_close,tr12,exp2,1010123456005,1824,1602197864642.0,1602198320892.0,1,bs1,2,78;87,1,1,1,False,False,0,False
