dataset_group,scenario,training_id,experiment_id,imsi,time_prev,time_curr,src_rh,dst_rh,src_rnti,dst_rnti,src_slice_id,dst_slice_id,dt_ms,dl_rate_before_mbps,ul_rate_before_mbps,dl_buffer_before_bytes,ul_buffer_before_bytes,dl_cqi_before,ul_sinr_before,handover_confidence,reason
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685464788,1602685464921,bs3,bs1,75,101,0,0,133,0.060352,0.1,184642,0,4.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685464921,1602685465038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685465038,1602685465171,bs3,bs1,75,101,0,0,133,0.06704,0.1,184151,0,6.5,1.8964,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685465171,1602685465288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685465288,1602685465421,bs3,bs1,75,101,0,0,133,0.051072,0.0,183933,0,5.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685465421,1602685465538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685465538,1602685465671,bs3,bs1,75,101,0,0,133,0.054976,0.0,183847,0,5.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685465671,1602685465788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685465788,1602685465921,bs3,bs1,75,101,0,0,133,0.08352,0.1,183973,0,6.5,2.66212,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685465921,1602685466038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.28571,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685466038,1602685466171,bs3,bs1,75,101,0,0,133,0.054176,0.0,184321,0,3.66667,0.300612,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685466171,1602685466288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685466288,1602685466421,bs3,bs1,75,101,0,0,133,0.043584,0.0,184552,0,5.85714,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685466421,1602685466538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685466538,1602685466671,bs3,bs1,75,101,0,0,133,0.074272,0.1,183819,0,5.4,2.56949,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685466671,1602685466788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685466788,1602685466921,bs3,bs1,75,101,0,0,133,0.023456,0.0,184508,0,3.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685466921,1602685467038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685467038,1602685467171,bs3,bs1,75,101,0,0,133,0.081408,0.1,183674,0,6.66667,2.523,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685467171,1602685467288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685467288,1602685467421,bs3,bs1,75,101,0,0,133,0.05792,0.0,183436,0,6.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685467421,1602685467538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685467538,1602685467671,bs3,bs1,75,101,0,0,133,0.075968,0.1,184059,0,5.33333,4.40021,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685467671,1602685467788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685467788,1602685467921,bs3,bs1,75,101,0,0,133,0.046784,0.1,184198,0,5.5,3.03801,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685467921,1602685468038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.14286,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685468038,1602685468171,bs3,bs1,75,101,0,0,133,0.041408,0.0,184534,0,4.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685468171,1602685468288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685468288,1602685468421,bs3,bs1,75,101,0,0,133,0.079872,0.0,183578,0,7.14286,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685468421,1602685468538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685468538,1602685468671,bs3,bs1,75,101,0,0,133,0.074912,0.1,184321,0,4.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685468671,1602685468788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685468788,1602685468921,bs3,bs1,75,101,0,0,133,0.077216,0.1,183350,0,7.16667,2.31504,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685468921,1602685469038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.14286,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685469038,1602685469171,bs3,bs1,75,101,0,0,133,0.067296,0.0,184431,0,5.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685469171,1602685469288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685469288,1602685469421,bs3,bs1,75,101,0,0,133,0.106592,0.0,184184,0,6.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685469421,1602685469538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685469538,1602685469671,bs3,bs1,75,101,0,0,133,0.055616,0.0,184028,0,6.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685469671,1602685469788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.8,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685469788,1602685469921,bs3,bs1,75,101,0,0,133,0.0512,0.1,183975,0,5.75,3.33273,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685469921,1602685470038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,8.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685470038,1602685470171,bs3,bs1,75,101,0,0,133,0.05024,0.1,183799,0,5.5,4.07574,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685470171,1602685470288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685470288,1602685470421,bs3,bs1,75,101,0,0,133,0.04704,0.0,183962,0,5.57143,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685470421,1602685470538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.83333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685470538,1602685470671,bs3,bs1,75,101,0,0,133,0.037696,0.0,184528,0,4.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685470671,1602685470788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685470788,1602685470921,bs3,bs1,75,101,0,0,133,0.019968,0.1,184029,0,2.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685470921,1602685471038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685471038,1602685471171,bs3,bs1,75,101,0,0,133,0.071072,0.1,183399,0,5.0,3.13907,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685471171,1602685471288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,2.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685471288,1602685471421,bs3,bs1,75,101,0,0,133,0.053248,0.0,183295,0,5.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685471421,1602685471538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.2,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685471538,1602685471671,bs3,bs1,75,101,0,0,133,0.05584,0.1,184545,0,5.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685471671,1602685471788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685471788,1602685471921,bs3,bs1,75,101,0,0,133,0.065152,0.0,184054,0,6.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685471921,1602685472038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,2.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685472038,1602685472171,bs3,bs1,75,101,0,0,133,0.085376,0.1,184490,0,6.66667,4.7191,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685472171,1602685472288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,2.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685472288,1602685472421,bs3,bs1,75,101,0,0,133,0.041216,0.0,183311,0,6.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685472421,1602685472538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.25,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685472538,1602685472671,bs3,bs1,75,101,0,0,133,0.05248,0.0,183149,0,5.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685472671,1602685472788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,1.6,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685472788,1602685472921,bs3,bs1,75,101,0,0,133,0.100352,0.1,183239,0,5.33333,4.20514,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685472921,1602685473038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685473038,1602685473171,bs3,bs1,75,101,0,0,133,0.051072,0.0,184646,0,4.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685473171,1602685473288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,2.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685473288,1602685473421,bs3,bs1,75,101,0,0,133,0.041472,0.0,183423,0,6.42857,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685473421,1602685473538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685473538,1602685473671,bs3,bs1,75,101,0,0,133,0.07792,0.0,184072,0,5.8,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685473671,1602685473788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,2.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685473788,1602685473921,bs3,bs1,75,101,0,0,133,0.017664,0.1,183712,0,2.83333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685473921,1602685474038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,8.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685474038,1602685474171,bs3,bs1,75,101,0,0,133,0.04464,0.0,183886,0,4.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685474171,1602685474288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685474288,1602685474421,bs3,bs1,75,101,0,0,133,0.024096,0.1,183311,0,3.0,3.11205,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685474421,1602685474538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685474538,1602685474671,bs3,bs1,75,101,0,0,133,0.003872,0.0,183239,0,1.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685474671,1602685474788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,2.6,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685474788,1602685474921,bs3,bs1,75,101,0,0,133,0.016672,0.1,184349,0,3.2,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685474921,1602685475038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685475038,1602685475171,bs3,bs1,75,101,0,0,133,0.027648,0.0,183653,0,3.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685475171,1602685475288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.25,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685475288,1602685475421,bs3,bs1,75,101,0,0,133,0.048128,0.0,183760,0,5.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685475421,1602685475538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.75,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685475538,1602685475671,bs3,bs1,75,101,0,0,133,0.036064,0.1,184232,0,4.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685475671,1602685475788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685475788,1602685475921,bs3,bs1,75,101,0,0,133,0.062432,0.1,183834,2045,6.0,3.60777,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685475921,1602685476038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,2.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685476038,1602685476171,bs3,bs1,75,101,0,0,133,0.04448,0.1,184084,0,4.2,3.02639,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685476171,1602685476288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685476288,1602685476421,bs3,bs1,75,101,0,0,133,0.025536,0.0,183467,0,3.42857,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685476421,1602685476538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.8,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685476538,1602685476671,bs3,bs1,75,101,0,0,133,0.01728,0.1,184348,0,4.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685476671,1602685476788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.25,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685476788,1602685476921,bs3,bs1,75,101,0,0,133,0.03872,0.0,183330,0,3.25,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685476921,1602685477038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685477038,1602685477171,bs3,bs1,75,101,0,0,133,0.020288,0.0,184380,0,2.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685477171,1602685477288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,9.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685477288,1602685477421,bs3,bs1,75,101,0,0,133,0.127648,0.0,183393,0,6.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685477421,1602685477538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685477538,1602685477671,bs3,bs1,75,101,0,0,133,0.03456,0.1,183998,0,3.16667,4.51052,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685477671,1602685477788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685477788,1602685477921,bs3,bs1,75,101,0,0,133,0.066496,0.1,183471,0,5.5,4.26581,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685477921,1602685478038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.2,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685478038,1602685478171,bs3,bs1,75,101,0,0,133,0.061312,0.0,184652,0,6.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685478171,1602685478288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685478288,1602685478421,bs3,bs1,75,101,0,0,133,0.082624,0.0,183595,0,6.14286,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685478421,1602685478538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685478538,1602685478671,bs3,bs1,75,101,0,0,133,0.069952,0.0,183109,0,5.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685478671,1602685478788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685478788,1602685478921,bs3,bs1,75,101,0,0,133,0.056608,0.1,184109,0,4.66667,4.0409,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685478921,1602685479038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.16667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685479038,1602685479171,bs3,bs1,75,101,0,0,133,0.094656,0.0,184274,0,7.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685479171,1602685479288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.75,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685479288,1602685479421,bs3,bs1,75,101,0,0,133,0.056768,0.0,184170,0,4.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685479421,1602685479538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,8.6,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685479538,1602685479671,bs3,bs1,75,101,0,0,133,0.028736,0.0,183372,0,3.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685479671,1602685479788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,1.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685479788,1602685479921,bs3,bs1,75,101,0,0,133,0.036,0.1,183710,0,5.66667,2.36938,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685479921,1602685480038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.75,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685480038,1602685480171,bs3,bs1,75,101,0,0,133,0.099072,0.0,183743,0,7.5,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685480171,1602685480288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685480288,1602685480421,bs3,bs1,75,101,0,0,133,0.017056,0.0,183302,0,2.71429,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685480421,1602685480538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685480538,1602685480671,bs3,bs1,75,101,0,0,133,0.038624,0.0,183608,0,4.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685480671,1602685480788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.6,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685480788,1602685480921,bs3,bs1,75,101,0,0,133,0.102976,0.1,183489,0,7.5,2.62052,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685480921,1602685481038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,5.42857,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685481038,1602685481171,bs3,bs1,75,101,0,0,133,0.22128,0.1,183758,0,10.6,2.1916,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685481171,1602685481288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.66667,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685481288,1602685481421,bs3,bs1,75,101,0,0,133,0.09552,0.0,183895,0,8.28571,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685481421,1602685481538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.33333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685481538,1602685481671,bs3,bs1,75,101,0,0,133,0.16528,0.0,183111,0,9.83333,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685481671,1602685481788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,2.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685481788,1602685481921,bs3,bs1,75,101,0,0,133,0.1656,0.1,183971,0,10.2,1.42274,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685481921,1602685482038,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,7.8,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685482038,1602685482171,bs3,bs1,75,101,0,0,133,0.21504,0.0,183271,0,10.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685482171,1602685482288,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,6.0,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685482288,1602685482421,bs3,bs1,75,101,0,0,133,0.165824,0.0,184019,0,9.57143,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685482421,1602685482538,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,4.4,0.0,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685482538,1602685482671,bs3,bs1,75,101,0,0,133,0.15248,0.1,183658,0,10.1667,1.89605,high,clear_consecutive_rh_change
slice_traffic,rome_slow_close,tr11,exp2,1010123456025,1602685482671,1602685482788,bs1,bs3,101,75,0,0,117,0.0,0.0,0,0,3.0,0.0,high,clear_consecutive_rh_change
