run_id,total_time,reset_time,graph_time,gnn_time,action_time,env_step_time,ppo_update_time
training_results,101.1201307370211,13.905977167829406,1.0404475016403012,10.461479887831956,28.01098633412039,2.3859555531525984,43.86186160141369
